prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
local-area-requirements,,,,local-authority:ERY,east-riding-of-yorkshire-validation-checklist,20070,,,
local-area-requirements,,,,local-authority:EST,east-staffordshire-local-validation,20071,,,
local-area-requirements,,,,local-authority:ESK,east-suffolk-local-validation-requirements,20072,,,
local-area-requirements,,,,local-authority:EAS,eastbourne-validation-list,20073,,,
local-area-requirements,,,,local-authority:EAT,eastleigh-local-list-for-validation,20074,,,
local-area-requirements,,,,development-corporation:Q72463795,ebbsfleet-local-list-requirements,20075,,,
local-area-requirements,,,,local-authority:ELM,elmbridge-validation-checklist,20076,,,
local-area-requirements,,,,local-authority:ENF,enfield-local-validation-requirements,20077,,,
local-area-requirements,,,,local-authority:EPP,epping-forest-validation-requirements,20078,,,
local-area-requirements,,,,local-authority:EPS,epsom-and-ewell-local-requirements-list,20079,,,
local-area-requirements,,,,local-authority:EXE,exeter-local-list,20080,,,
local-area-requirements,,,,national-park-authority:Q72617784,exmoor-requirements-for-submission,20081,,,
local-area-requirements,,,,local-authority:FEN,fenland-validation-checklists,20082,,,
local-area-requirements,,,,local-authority:SHE,folkestone-and-hythe-local-validation-requirements,20083,,,
local-area-requirements,,,,local-authority:FOE,forest-of-dean-validation-checklist,20084,,,
local-area-requirements,,,,local-authority:FYL,fylde-validation-checklist,20085,,,
local-area-requirements,,,,local-authority:GAT,gateshead-validation-of-planning-applications,20086,,,
local-area-requirements,,,,local-authority:GED,gedling-local-requirements-list,20087,,,
local-area-requirements,,,,local-authority:GLO,gloucester-validation-requirements,20088,,,
local-area-requirements,,,,local-authority:GRA,gravesham-validation-requirements,20089,,,
local-area-requirements,,,,local-authority:GRY,great-yarmouth-local-validation checklist,20090,,,
local-area-requirements,,,,local-authority:GRE,greenwich-local-validation-requirements,20091,,,
local-area-requirements,,,,local-authority:GRT,guildford-local-validation-list,20092,,,
local-area-requirements,,,,local-authority:HCK,hackney-validation-checklist,20093,,,
local-area-requirements,,,,local-authority:HAE,hambleton-validation-requirements,20094,,,
local-area-requirements,,,,local-authority:HMF,hammersmith-and-fulham-local-validation-checklist,20095,,,
local-area-requirements,,,,local-authority:HAO,harborough-local-validation-list,20096,,,
local-area-requirements,,,,local-authority:HRY,haringey-local-requirements,20097,,,
local-area-requirements,,,,local-authority:HAR,harlow-validation-checklist,20098,,,
local-area-requirements,,,,local-authority:HAG,harrogate-validation-requirements,20099,,,
local-area-requirements,,,,local-authority:HRW,harrow-planning-application-validation-information-requirements,20100,,,
local-area-requirements,,,,local-authority:HAT,hart-validation-requirements,20101,,,
local-area-requirements,,,,local-authority:HPL,hartlepool-planning-application-validation,20102,,,
local-area-requirements,,,,local-authority:HAS,hastings-validation-checklist,20103,,,
local-area-requirements,,,,local-authority:HAA,havant-local-information-requirements,20104,,,
local-area-requirements,,,,local-authority:HAV,havering-validation-checklists,20105,,,
local-area-requirements,,,,local-authority:HIG,high-peak-validation-guidance,20106,,,
local-area-requirements,,,,local-authority:HIL,hillingdon-local-planning-validation-checklist,20107,,,
local-area-requirements,,,,local-authority:HIN,hinckley-and-bosworth-validation-requirements,20108,,,
local-area-requirements,,,,local-authority:HOR,horsham-local-information-requirements,20109,,,
local-area-requirements,,,,local-authority:HNS,hounslow-planning-application-checklist,20110,,,
local-area-requirements,,,,local-authority:KHL,hull-validation-checklist,20111,,,
local-area-requirements,,,,local-authority:HUN,huntingdonshire-document-checklist,20112,,,
local-area-requirements,,,,local-authority:HYN,hyndburn-validation-checklists,20113,,,
local-area-requirements,,,,local-authority:IPS,ipswich-local-validation-list,20114,,,
local-area-requirements,,,,local-authority:IOW,isle-of-wight-local-requirements,20115,,,
local-area-requirements,,,,local-authority:IOS,isles-of-scilly-local-validation-checklist,20116,,,
local-area-requirements,,,,local-authority:ISL,islington-local-validation-requirements,20117,,,
local-area-requirements,,,,local-authority:KEC,kensington-and-chelsea-submission-requirements,20118,,,
local-area-requirements,,,,local-authority:KIN,kings-lynn-and-west-norfolk-validation-checklists-local-list,20119,,,
local-area-requirements,,,,local-authority:KTT,kingston-upon-thames-validation-requirements,20120,,,
local-area-requirements,,,,local-authority:KIR,kirklees-validation-requirements,20121,,,
local-area-requirements,,,,local-authority:KWL,knowsley-local-validation-requirements,20122,,,
local-area-requirements,,,,national-park-authority:Q27159704,lake-district-validation-checklist,20123,,,
local-area-requirements,,,,local-authority:LBH,lambeth-local-application-requirements,20124,,,
local-area-requirements,,,,local-authority:LAC,lancaster-planning-application-validation-guide,20125,,,
local-area-requirements,,,,local-authority:LCE,leicester-planning-validation-requirements,20126,,,
local-area-requirements,,,,local-authority:LEE,lewes-validation-list,20127,,,
local-area-requirements,,,,local-authority:LEW,lewisham-planning-validation-requirements,20128,,,
local-area-requirements,,,,local-authority:LIF,lichfield-local-validation-requirements,20129,,,
local-area-requirements,,,,local-authority:LIV,liverpool-validation criteria,20130,,,
local-area-requirements,,,,development-corporation:Q6670544,london-legacy-planning-application-requirements,20131,,,
local-area-requirements,,,,local-authority:LUT,luton-planning-application-requirements,20132,,,
local-area-requirements,,,,local-authority:MAL,maldon-planning-validation-checklist,20133,,,
local-area-requirements,,,,local-authority:MAV,malvern-hills-validation-requirements,20134,,,
local-area-requirements,,,,local-authority:MAN,manchester-validation-checklist,20135,,,
local-area-requirements,,,,local-authority:MAS,mansfield-local-validation-checklist,20136,,,
local-area-requirements,,,,local-authority:MDW,medway-local-validation-checklist,20137,,,
local-area-requirements,,,,local-authority:MEN,mendip-local-validation-list,20138,,,
local-area-requirements,,,,local-authority:MRT,merton-planning-application-validation-checklist,20139,,,
local-area-requirements,,,,local-authority:MDE,mid-devon-local-requirements,20140,,,
local-area-requirements,,,,local-authority:MSU,mid-suffolk-local-validation-lists,20141,,,
local-area-requirements,,,,local-authority:MSS,mid-sussex-validation-criteria,20142,,,
local-area-requirements,,,,local-authority:MDB,middlesborough-planning-application-validation-checklist,20143,,,
local-area-requirements,,,,local-authority:MIK,milton-keynes-planning-application-validation-requirements,20144,,,
local-area-requirements,,,,local-authority:NEW,new-forest-local-requirements,20145,,,
local-area-requirements,,,,local-authority:NEA,newark-and-sherwood-local-validation-checklist,20146,,,
local-area-requirements,,,,local-authority:NEC,newcastle-under-lyme-local-validation-requirements,20147,,,
local-area-requirements,,,,local-authority:NET,newcastle-validation-of-planning-applications,20148,,,
local-area-requirements,,,,local-authority:NWM,newham-planning-application-requirements,20149,,,
local-area-requirements,,,,local-authority:NDE,north-devon-validation-checklist-requirements,20150,,,
local-area-requirements,,,,local-authority:NEL,north-east-lincolnshire-planning-application-checklist,20151,,,
local-area-requirements,,,,local-authority:NHE,north-hertfordshire-local-validation-requirements,20152,,,
local-area-requirements,,,,local-authority:NKE,north-kesteven-validation-checklist,20153,,,
local-area-requirements,,,,local-authority:NLN,north-lincolnshire-validation-checklist,20154,,,
local-area-requirements,,,,local-authority:NNO,north-norfolk-planning-validation-requirements,20155,,,
local-area-requirements,,,,local-authority:NNUA,north-northamptonshire-supporting-documents,20156,,,
local-area-requirements,,,,local-authority:NSM,north-somerset-planning-application-requirements,20157,,,
local-area-requirements,,,,local-authority:NTY,north-tyneside-validation-of-planning-applications,20158,,,
local-area-requirements,,,,local-authority:NWA,north-warwickshire-validation-requirements,20159,,,
local-area-requirements,,,,local-authority:NWL,north-west-leicestshire-validation-requirements,20160,,,
local-area-requirements,,,,local-authority:NYUA,north-yorkshire-validation-requirements,20161,,,
local-area-requirements,,,,local-authority:NOR,northampton-local-validation-requirements,20162,,,
local-area-requirements,,,,local-authority:NBL,northumberland-validation-checklist,20163,,,
local-area-requirements,,,,local-authority:NOW,norwich-validation-requirements,20164,,,
local-area-requirements,,,,local-authority:NGM,nottingham-validation-requirements,20165,,,
local-area-requirements,,,,development-corporation:Q20648596,old-oak-and-park-royal-local-validation-checklist,20166,,,
local-area-requirements,,,,local-authority:OLD,oldham-validation-checklist,20167,,,
local-area-requirements,,,,local-authority:OXO,oxford-validation-requirements,20168,,,
local-area-requirements,,,,national-park-authority:Q72617988,peak-district-local-validation-list,20169,,,
local-area-requirements,,,,local-authority:PEN,pendle-outline-planning-applications-checklist,20170,,,
local-area-requirements,,,,local-authority:PTE,peterborough-supporting-documents,20171,,,
local-area-requirements,,,,local-authority:PLY,plymouth-validation-list,20172,,,
local-area-requirements,,,,local-authority:POR,portsmouth-validation-checklist,20173,,,
local-area-requirements,,,,local-authority:PRE,preston-validation-checklist,20174,,,
local-area-requirements,,,,local-authority:RDG,reading-validation-requirements,20175,,,
local-area-requirements,,,,local-authority:RDB,redbridge-planning-application-requirement-list,20176,,,
local-area-requirements,,,,local-authority:RCC,redcar-and-cleveland-local-validation-checklist,20177,,,
local-area-requirements,,,,local-authority:REI,reigate-and-banstead-local-validation-list,20178,,,
local-area-requirements,,,,local-authority:RIB,ribble-valley-local-validation-checklist,20179,,,
local-area-requirements,,,,local-authority:RIC,richmond-upon-thames-local-validation-checklist,20180,,,
local-area-requirements,,,,local-authority:RIH,richmondshire-validation-requirements,20181,,,
local-area-requirements,,,,local-authority:ROS,rossendale-validation-criteria,20182,,,
local-area-requirements,,,,local-authority:ROH,rother-planning-application-requirements,20183,,,
local-area-requirements,,,,local-authority:ROT,rotherham-validation-of-planning-applications,20184,,,
local-area-requirements,,,,local-authority:RUG,rugby-validation-checklist,20185,,,
local-area-requirements,,,,local-authority:RUN,runnymede-local-requirements,20186,,,
local-area-requirements,,,,local-authority:RUS,rushcliffe-developer-checklist,20187,,,
local-area-requirements,,,,local-authority:RYE,ryedale-validation-requirements,20188,,,
local-area-requirements,,,,local-authority:SAW,sandwell-validation-checklist,20189,,,
local-area-requirements,,,,local-authority:SCE,scarborough-validation-requirements,20190,,,
local-area-requirements,,,,local-authority:SEG,sedgemoor-local-validation-checklist,20191,,,
local-area-requirements,,,,local-authority:SFT,sefton-planning-validation-checklist,20192,,,
local-area-requirements,,,,local-authority:SEL,selby-validation-requirements,20193,,,
local-area-requirements,,,,local-authority:SEV,sevenoaks-planning-validation-checklist,20194,,,
local-area-requirements,,,,local-authority:SHR,shropshire-validation-of-planning-applications,20195,,,
local-area-requirements,,,,local-authority:SLG,slough-validation-checklist,20196,,,
local-area-requirements,,,,local-authority:SOL,solihull-local-validation-criteria,20197,,,
local-area-requirements,,,,local-authority:SWT,somerset-west-and-taunton-local-validation-checklist,20198,,,
local-area-requirements,,,,local-authority:SCA,south-cambridgeshire-validation-checklists,20199,,,
local-area-requirements,,,,national-park-authority:Q20198711,south-downs-local-validation-list,20200,,,
local-area-requirements,,,,local-authority:SGC,south-gloucestershire-planning-application-requirements,20201,,,
local-area-requirements,,,,local-authority:SHA,south-hams-local-requirements,20202,,,
local-area-requirements,,,,local-authority:SHO,south-holland-local-list,20203,,,
local-area-requirements,,,,local-authority:SLA,south-lakeland-local-planning-validation-requirements,20204,,,
local-area-requirements,,,,local-authority:SOX,south-oxfordshire-local-list-requirements,20205,,,
local-area-requirements,,,,local-authority:SRI,south-ribble-validation-criteria,20206,,,
local-area-requirements,,,,local-authority:SSO,south-somerset-planning-application-validation-requirements,20207,,,
local-area-requirements,,,,local-authority:SST,south-staffordshire-validation-of-planning-applications,20208,,,
local-area-requirements,,,,local-authority:STY,south-tyneside-validation-of-planning-applications,20209,,,
local-area-requirements,,,,local-authority:STH,southampton-validation-checklist,20210,,,
local-area-requirements,,,,local-authority:SOS,southend-on-sea-planning-validation-requirements,20211,,,
local-area-requirements,,,,local-authority:SPE,spelthorne-local-list-of-information-requirements,20212,,,
local-area-requirements,,,,local-authority:SAL,st-albans-validation-checklist,20213,,,
local-area-requirements,,,,local-authority:STA,stafford-local-validation-criteria,20214,,,
local-area-requirements,,,,local-authority:STF,staffordshire-moorlands-local-lists,20215,,,
local-area-requirements,,,,local-authority:SKP,stockport-application-validation-checklist,20216,,,
local-area-requirements,,,,local-authority:STR,stratford-on-avon-local-list,20217,,,
local-area-requirements,,,,local-authority:STO,stroud-validation-checklist,20218,,,
local-area-requirements,,,,local-authority:SND,sunderland-validation-of-planning-applications,20219,,,
local-area-requirements,,,,local-authority:SUR,surrey-heath-local-validation-list,20220,,,
local-area-requirements,,,,local-authority:STN,sutton-local-validation-list,20221,,,
local-area-requirements,,,,local-authority:SWL,swale-validation-checklist,20222,,,
local-area-requirements,,,,local-authority:SWD,swindon-checklists,20223,,,
local-area-requirements,,,,local-authority:TAM,tameside-planning-application-validation-checklist,20224,,,
local-area-requirements,,,,local-authority:TAW,tamworth-local-validation-checklist,20225,,,
local-area-requirements,,,,local-authority:TAN,tandridge-local-validation-requirements,20226,,,
local-area-requirements,,,,local-authority:TEI,teignbridge-validation,20227,,,
local-area-requirements,,,,local-authority:TFW,telford-and-wrekin-local-validation-list,20228,,,
local-area-requirements,,,,local-authority:TEN,tendring-local-requirements,20229,,,
local-area-requirements,,,,local-authority:TES,test-valley-local-requirements,20230,,,
local-area-requirements,,,,local-authority:TEW,tewkesbury-validation-requirements,20231,,,
local-area-requirements,,,,local-authority:THA,thanet-validation-checklist,20232,,,
local-area-requirements,,,,local-authority:THE,three-rivers-validation-checklist,20233,,,
local-area-requirements,,,,local-authority:TON,tonbridge-and-malling-local-validation-requirements,20234,,,
local-area-requirements,,,,local-authority:TOB,torbay-local-validation-list,20235,,,
local-area-requirements,,,,local-authority:TOR,torridge-local-driver,20236,,,
local-area-requirements,,,,local-authority:TWH,tower-hamlets-local-requirements,20237,,,
local-area-requirements,,,,local-authority:TRF,trafford-application-validation-checklist,20238,,,
local-area-requirements,,,,local-authority:UTT,uttlesford-local-validation-checklists,20239,,,
local-area-requirements,,,,local-authority:VAL,vale-of-white-horse-local-list-requirements,20240,,,
local-area-requirements,,,,local-authority:WKF,wakefield-local-validation-requirements,20241,,,
local-area-requirements,,,,local-authority:WLL,walsall-validation-checklist,20242,,,
local-area-requirements,,,,local-authority:WFT,waltham-forest-local-validation-requirements,20243,,,
local-area-requirements,,,,local-authority:WND,wandsworth-local-validation-checklist,20244,,,
local-area-requirements,,,,local-authority:WRT,warrington-validation-checklist-requirements,20245,,,
local-area-requirements,,,,local-authority:WAW,warwick-local-validation-list,20246,,,
local-area-requirements,,,,local-authority:WAT,watford-validation checklist,20247,,,
local-area-requirements,,,,local-authority:WAE,waverly-validation-checklist,20248,,,
local-area-requirements,,,,local-authority:WEA,wealden-planning-application-requirements,20249,,,
local-area-requirements,,,,local-authority:WEW,welwyn-hatfield-validation-checklist,20250,,,
local-area-requirements,,,,local-authority:WBK,west-berkshire-local-list-of-documents,20251,,,
local-area-requirements,,,,local-authority:WDE,west-devon-local-requirements,20252,,,
local-area-requirements,,,,local-authority:WLA,west-lancashire-validation-criteria,20253,,,
local-area-requirements,,,,local-authority:WOX,west-oxfordshire-validation-checklist,20254,,,
local-area-requirements,,,,local-authority:WSM,westminster-local-list-of-requirements,20255,,,
local-area-requirements,,,,local-authority:WFUA,westmorland-and-furness-local-planning-validation-requirements,20256,,,
local-area-requirements,,,,local-authority:WGN,wigan-validation-checklist,20257,,,
local-area-requirements,,,,local-authority:WIL,wiltshire-local-validation-checklist,20258,,,
local-area-requirements,,,,local-authority:WIN,winchester-local-validation-list,20259,,,
local-area-requirements,,,,local-authority:WOI,woking-planning-validation-checklist,20260,,,
local-area-requirements,,,,local-authority:WOK,wokingham-local-validation-list,20261,,,
local-area-requirements,,,,local-authority:WOC,worcester-local-validation-document,20262,,,
local-area-requirements,,,,local-authority:WOT,worthing-local-validation-list,20263,,,
local-area-requirements,,,,local-authority:WYC,wychavon-validation-requirements,20264,,,
local-area-requirements,,,,local-authority:WYR,wyre-local-validation-checklist,20265,,,
local-area-requirements,,,,local-authority:YOR,york-validation-requirements,20266,,,
local-area-requirements,,,,national-park-authority:Q27178932,yorkshire-dales-planning-application-validation-requirements,20267,,,
local-area-requirements,,,,local-authority:ARU,arun-validation-requirements,20268,,,
local-area-requirements,,,,local-authority:ASF,ashford-local-validation-requirements,20269,,,
local-area-requirements,,,,local-authority:AYL,aylesbury-vale-supporting-information,20270,,,
local-area-requirements,,,,local-authority:BUC,buckinghamshire-supporting-information,20271,,,
local-area-requirements,,,,local-authority:CLD,calderdale-local-list,20272,,,
local-area-requirements,,,,local-authority:CHN,chiltern-supporting-information,20273,,,
local-area-requirements,,,,local-authority:ERE,erewash-local-validation-requirements,20274,,,
local-area-requirements,,,,local-authority:FAR,fareham-local-information-requirements,20275,,,
local-area-requirements,,,,local-authority:GOS,gosport-local-requirements,20276,,,
local-area-requirements,,,,local-authority:HEF,herefordshire-local-planning-requirements,20277,,,
local-area-requirements,,,,local-authority:LDS,leeds-validation-requirements,20278,,,
local-area-requirements,,,,local-authority:MAI,maidstone-validation-checklist,20279,,,
local-area-requirements,,,,local-authority:ROC,rochford-local-validation-list,20280,,,
local-area-requirements,,,,local-authority:RUH,rushmoor-local-requirements-list,20281,,,
local-area-requirements,,,,local-authority:SLF,salford-local-information-requirements,20282,,,
local-area-requirements,,,,local-authority:SHF,sheffield-local-planning-application-requirements,20283,,,
local-area-requirements,,,,local-authority:SBU,south-bucks-supporting-information,20284,,,
local-area-requirements,,,,local-authority:THR,thurrock-detailed-information,20285,,,
local-area-requirements,,,,local-authority:TUN,tunbridge-wells-local-validation-checklist,20286,,,
local-area-requirements,,,,local-authority:WNM,windsor-and-maidenhead-local-validation-list,20287,,,
local-area-requirements,,,,local-authority:WRL,wirral-local-list-requirements,20288,,,
local-area-requirements,,,,local-authority:WYO,wycombe-supporting-information,20289,,,
local-area-requirements,,,,local-authority:WYE,wyre-forest-local-validation-list,20290,,,
local-area-requirements,,,,local-authority:AMB,amber-valley-local-validation-list,20291,,,
local-area-requirements,,,,local-authority:BRM,bromsgrove-local-validation-checklist,20292,,,
local-area-requirements,,,,local-authority:CAR,carlisle-planning-validation-checklist-guidance,20293,,,
local-area-requirements,,,,local-authority:ENO,east-northamptonshire-local-list-of-information-requirements,20294,,,
local-area-requirements,,,,local-authority:EDN,eden-local-checklist-guidance,20295,,,
local-area-requirements,,,,local-authority:HAL,halton-validation-checlists-requirements,20296,,,
local-area-requirements,,,,local-authority:HER,hertsmere-validation-checklist,20297,,,
local-area-requirements,,,,local-authority:MEL,melton-validation-requirements,20298,,,
local-area-requirements,,,,local-authority:RED,redditch-local-validation-checklist,20299,,,
local-area-requirements,,,,local-authority:RCH,rochdale-validation-of-planning-applications,20300,,,
local-area-requirements,,,,local-authority:SDE,south-derbyshire-local-validation-requirements,20301,,,
local-area-requirements,,,,local-authority:SNO,south-norfolk-additional-supporting-documents,20302,,,
local-area-requirements,,,,local-authority:SWK,southwark-local-validation-requirements,20303,,,
local-area-requirements,,,,local-authority:BAR,barrow-local-area-requirements,20304,,,
local-area-requirements,,,,local-authority:BLA,blaby-local-area-requirements,20305,,,
local-area-requirements,,,,local-authority:BOS,bolsover-local-area-requirements,20306,,,
local-area-requirements,,,,local-authority:BRX,broxbourne-local-area-requirements,20307,,,
local-area-requirements,,,,local-authority:CAT,canterbury-local-area-requirements,20308,,,
local-area-requirements,,,,local-authority:CHS,chesterfield-local-area-requirements,20309,,,
local-area-requirements,,,,local-authority:LIC,city-of-lincoln-local-area-requirements,20310,,,
local-area-requirements,,,,local-authority:WLV,city-of-wolverhampton-local-area-requirements,20311,,,
local-area-requirements,,,,local-authority:DAC,dacorum-local-area-requirements,20312,,,
local-area-requirements,,,,local-authority:DAL,darlington-local-area-requirements,20313,,,
local-area-requirements,,,,local-authority:DER,derby-local-area-requirements,20314,,,
local-area-requirements,,,,local-authority:DEB,derbyshire-dales-local-area-requirements,20315,,,
local-area-requirements,,,,local-authority:ELI,east-lindsay-local-area-requirements,20316,,,
local-area-requirements,,,,local-authority:KET,kettering-local-area-requirements,20317,,,
local-area-requirements,,,,local-authority:MOL,mole-valley-local-area-requirements,20318,,,
local-area-requirements,,,,local-authority:NED,north-east-derbyshire-local-area-requirements,20319,,,
local-area-requirements,,,,national-park-authority:Q72617669,north-york-moors-local-area-requirements,20320,,,
local-area-requirements,,,,local-authority:NUN,nuneaton-and-bedworth-local-area-requirements,20321,,,
local-area-requirements,,,,local-authority:OAD,oadby-and-wigston-local-area-requirements,20322,,,
local-area-requirements,,,,local-authority:RUT,rutland-local-area-requirements,20323,,,
local-area-requirements,,,,local-authority:SUA,somerset-local-area-requirements,20324,,,
local-area-requirements,,,,local-authority:SKE,south-kesteven-local-area-requirements,20325,,,
local-area-requirements,,,,local-authority:SNR,south-northamptonshire-local-area-requirements,20326,,,
local-area-requirements,,,,local-authority:SHN,st-helens-local-area-requirements,20327,,,
local-area-requirements,,,,local-authority:STV,stevenage-local-area-requirements,20328,,,
local-area-requirements,,,,local-authority:STT,stockton-on-tees-local-area-requirements,20329,,,
local-area-requirements,,,,local-authority:STE,stoke-on-trent-local-area-requirements,20330,,,
local-area-requirements,,,,local-authority:WEL,wellingborough-local-area-requirements,20331,,,
local-area-requirements,,,,local-authority:WLI,west-lindsey-local-area-requirements,20332,,,
local-area-requirements,,,,local-authority:WNUA,west-northamptonshire-local-area-requirements,20333,,,
local-area-requirements,,,,local-authority:WSK,west-suffolk-local-area-requirements,20334,,,
